work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license
Tower of Terror (1941 film),1941,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Tower_of_Terror_%281941_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tower of Terror (1941 film),1941,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Tower_of_Terror_%281941_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Toxic Town,,Liverpool,Category:Television shows shot in Liverpool,,,https://en.wikipedia.org/wiki/Toxic_Town,,,English Wikipedia category membership,CC BY-SA 4.0
Track the Man Down,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Track_the_Man_Down,,,English Wikipedia category membership,CC BY-SA 4.0
Track the Man Down,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Track_the_Man_Down,,,English Wikipedia category membership,CC BY-SA 4.0
Traffic Crossing Leeds Bridge,,Leeds,Category:Films shot in Leeds,,,https://en.wikipedia.org/wiki/Traffic_Crossing_Leeds_Bridge,,,English Wikipedia category membership,CC BY-SA 4.0
Trail of the Pink Panther,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Trail_of_the_Pink_Panther,,,English Wikipedia category membership,CC BY-SA 4.0
Trainspotting (film),,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Trainspotting_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trainspotting (film),,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Trainspotting_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trainspotting (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Trainspotting_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trainspotting (film),,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Trainspotting_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Traitor Spy,,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Traitor_Spy,,,English Wikipedia category membership,CC BY-SA 4.0
Traitor's Gate (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Traitor%27s_Gate_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Traitor's Gate (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Traitor%27s_Gate_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trance (2013 film),2013,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Trance_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trance (2013 film),2013,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Trance_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Transaction (TV series),,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Transaction_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,Hampshire,Category:Films shot in Hampshire,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,Northern Ireland,Category:Films shot in Northern Ireland,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,Northumberland,Category:Films shot in Northumberland,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,Oxfordshire,Category:Films shot in Oxfordshire,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Transformers: The Last Knight,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Transformers%3A_The_Last_Knight,,,English Wikipedia category membership,CC BY-SA 4.0
Trash House,,Essex,Category:Films shot in Essex,,,https://en.wikipedia.org/wiki/Trash_House,,,English Wikipedia category membership,CC BY-SA 4.0
Trash TV (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Trash_TV_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Travels with Darley,,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Travels_with_Darley,,,English Wikipedia category membership,CC BY-SA 4.0
Treachery on the High Seas,,Beaconsfield Studios,Category:Films shot at Beaconsfield Studios,,,https://en.wikipedia.org/wiki/Treachery_on_the_High_Seas,,,English Wikipedia category membership,CC BY-SA 4.0
Tread Softly Stranger,,Yorkshire,Category:Films shot in Yorkshire,,,https://en.wikipedia.org/wiki/Tread_Softly_Stranger,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Hunt (1952 film),1952,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Treasure_Hunt_%281952_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Hunters (TV series),,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Treasure_Hunters_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Island (1950 film),1950,Bristol,Category:Films shot in Bristol,,,https://en.wikipedia.org/wiki/Treasure_Island_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Island (1950 film),1950,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Treasure_Island_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Island (1950 film),1950,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/Treasure_Island_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Island (1950 film),1950,Devon,Category:Films shot in Devon,,,https://en.wikipedia.org/wiki/Treasure_Island_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Island (1990 film),1990,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Treasure_Island_%281990_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Treasure Island (1990 film),1990,Devon,Category:Films shot in Devon,,,https://en.wikipedia.org/wiki/Treasure_Island_%281990_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tree of Hands,,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Tree_of_Hands,,,English Wikipedia category membership,CC BY-SA 4.0
Trent's Last Case (1952 film),1952,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Trent%27s_Last_Case_%281952_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trent's Last Case (1952 film),1952,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Trent%27s_Last_Case_%281952_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trespasses (TV series),,Northern Ireland,Category:Television shows shot in Northern Ireland,,,https://en.wikipedia.org/wiki/Trespasses_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trespasses (TV series),,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Trespasses_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
"Triads, Yardies and Onion Bhajees",,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Triads%2C_Yardies_and_Onion_Bhajees,,,English Wikipedia category membership,CC BY-SA 4.0
Trick or Treat (unfinished film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Trick_or_Treat_%28unfinished_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trinity (2003 film),2003,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Trinity_%282003_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trio (1950 film),1950,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Trio_%281950_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tripper's Day,,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Tripper%27s_Day,,,English Wikipedia category membership,CC BY-SA 4.0
Triumph in the Skies (film),,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Triumph_in_the_Skies_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trog,,Bray Studios,Category:Films shot at Bray Studios,,,https://en.wikipedia.org/wiki/Trog,,,English Wikipedia category membership,CC BY-SA 4.0
Tropic of Ice,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Tropic_of_Ice,,,English Wikipedia category membership,CC BY-SA 4.0
Tropical Trouble,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Tropical_Trouble,,,English Wikipedia category membership,CC BY-SA 4.0
Trouble (1933 film),1933,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Trouble_%281933_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trouble in Store,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Trouble_in_Store,,,English Wikipedia category membership,CC BY-SA 4.0
Trouble in Store (1934 film),1934,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Trouble_in_Store_%281934_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trouble in the Air,,Highbury Studios,Category:Films shot at Highbury Studios,,,https://en.wikipedia.org/wiki/Trouble_in_the_Air,,,English Wikipedia category membership,CC BY-SA 4.0
Trouble in the Glen,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Trouble_in_the_Glen,,,English Wikipedia category membership,CC BY-SA 4.0
Trouble with Eve,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Trouble_with_Eve,,,English Wikipedia category membership,CC BY-SA 4.0
Troubled Waters (1936 film),1936,Wembley Studios,Category:Films shot at Wembley Studios,,,https://en.wikipedia.org/wiki/Troubled_Waters_%281936_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Troublesome Wives,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Troublesome_Wives,,,English Wikipedia category membership,CC BY-SA 4.0
True Love (TV series),,Kent,Category:Television shows shot in Kent,,,https://en.wikipedia.org/wiki/True_Love_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
True Things,,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/True_Things,,,English Wikipedia category membership,CC BY-SA 4.0
True as a Turtle,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/True_as_a_Turtle,,,English Wikipedia category membership,CC BY-SA 4.0
Truelove (TV series),,Bristol,Category:Television shows shot in Bristol,,,https://en.wikipedia.org/wiki/Truelove_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
"Truly, Madly, Deeply (film)",,Bristol,Category:Films shot in Bristol,,,https://en.wikipedia.org/wiki/Truly%2C_Madly%2C_Deeply_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
"Truly, Madly, Deeply (film)",,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Truly%2C_Madly%2C_Deeply_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Trunk Crime,,"Station Road Studios, Elstree","Category:Films shot at Station Road Studios, Elstree",,,https://en.wikipedia.org/wiki/Trunk_Crime,,,English Wikipedia category membership,CC BY-SA 4.0
Trust the Navy,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Trust_the_Navy,,,English Wikipedia category membership,CC BY-SA 4.0
Truth Seekers,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Truth_Seekers,,,English Wikipedia category membership,CC BY-SA 4.0
Tsunami: The Aftermath,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Tsunami%3A_The_Aftermath,,,English Wikipedia category membership,CC BY-SA 4.0
Tuesdays and Fridays,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Tuesdays_and_Fridays,,,English Wikipedia category membership,CC BY-SA 4.0
Tugs (TV series),,Shepperton Studios,Category:Television shows shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Tugs_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tulip Fever,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Tulip_Fever,,,English Wikipedia category membership,CC BY-SA 4.0
Tum Bin 2,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Tum_Bin_2,,,English Wikipedia category membership,CC BY-SA 4.0
Tumble (TV series),,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Tumble_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tummy Monster,,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Tummy_Monster,,,English Wikipedia category membership,CC BY-SA 4.0
Tunes of Glory,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Tunes_of_Glory,,,English Wikipedia category membership,CC BY-SA 4.0
Tunes of Glory,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Tunes_of_Glory,,,English Wikipedia category membership,CC BY-SA 4.0
Turbulence (2025 film),2025,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Turbulence_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Turbulence (2025 film),2025,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Turbulence_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Turkey Time (1933 film),1933,Lime Grove Studios,Category:Films shot at Lime Grove Studios,,,https://en.wikipedia.org/wiki/Turkey_Time_%281933_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Turn of the Tide (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Turn_of_the_Tide_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Turn of the Tide (film),,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Turn_of_the_Tide_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Turn of the Tide (film),,North Yorkshire,Category:Films shot in North Yorkshire,,,https://en.wikipedia.org/wiki/Turn_of_the_Tide_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Turn the Key Softly,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Turn_the_Key_Softly,,,English Wikipedia category membership,CC BY-SA 4.0
Turn the Key Softly,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Turn_the_Key_Softly,,,English Wikipedia category membership,CC BY-SA 4.0
Turnout (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Turnout_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tusitala (miniseries),,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Tusitala_%28miniseries%29,,,English Wikipedia category membership,CC BY-SA 4.0
Tweenies,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Tweenies,,,English Wikipedia category membership,CC BY-SA 4.0
Twelfth Night (1996 film),1996,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Twelfth_Night_%281996_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Twelve Good Men,,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Twelve_Good_Men,,,English Wikipedia category membership,CC BY-SA 4.0
Twenty Twenty Six,,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Twenty_Twenty_Six,,,English Wikipedia category membership,CC BY-SA 4.0
Twenty-One (1991 film),1991,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Twenty-One_%281991_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Twenty8k,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Twenty8k,,,English Wikipedia category membership,CC BY-SA 4.0
TwentyFourSeven (film),,Cheshire,Category:Films shot in Cheshire,,,https://en.wikipedia.org/wiki/TwentyFourSeven_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
TwentyFourSeven (film),,Derbyshire,Category:Films shot in Derbyshire,,,https://en.wikipedia.org/wiki/TwentyFourSeven_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
TwentyFourSeven (film),,Nottinghamshire,Category:Films shot in Nottinghamshire,,,https://en.wikipedia.org/wiki/TwentyFourSeven_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Twice Branded,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Twice_Branded,,,English Wikipedia category membership,CC BY-SA 4.0
Twice Round the Daffodils,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Twice_Round_the_Daffodils,,,English Wikipedia category membership,CC BY-SA 4.0
Twice Upon a Time (1953 film),1953,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Twice_Upon_a_Time_%281953_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Twilight Hour,,British National Studios,Category:Films shot at British National Studios,,,https://en.wikipedia.org/wiki/Twilight_Hour,,,English Wikipedia category membership,CC BY-SA 4.0
Twin Faces,,Highbury Studios,Category:Films shot at Highbury Studios,,,https://en.wikipedia.org/wiki/Twin_Faces,,,English Wikipedia category membership,CC BY-SA 4.0
Twin Town,,Swansea,Category:Films shot in Swansea,,,https://en.wikipedia.org/wiki/Twin_Town,,,English Wikipedia category membership,CC BY-SA 4.0
Twin Town,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Twin_Town,,,English Wikipedia category membership,CC BY-SA 4.0
Twins of Evil,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Twins_of_Evil,,,English Wikipedia category membership,CC BY-SA 4.0
Twist (2021 film),2021,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Twist_%282021_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Twisted Nerve,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Twisted_Nerve,,,English Wikipedia category membership,CC BY-SA 4.0
Twisted Nerve,,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Twisted_Nerve,,,English Wikipedia category membership,CC BY-SA 4.0
Two Crowded Hours,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Two_Crowded_Hours,,,English Wikipedia category membership,CC BY-SA 4.0
Two Hearts in Waltz Time (1934 film),1934,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Two_Hearts_in_Waltz_Time_%281934_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Two Is a Family,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Two_Is_a_Family,,,English Wikipedia category membership,CC BY-SA 4.0
Two Letter Alibi,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Two_Letter_Alibi,,,English Wikipedia category membership,CC BY-SA 4.0
Two Little Drummer Boys,,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Two_Little_Drummer_Boys,,,English Wikipedia category membership,CC BY-SA 4.0
Two Little Drummer Boys,,Southall Studios,Category:Films shot at Southall Studios,,,https://en.wikipedia.org/wiki/Two_Little_Drummer_Boys,,,English Wikipedia category membership,CC BY-SA 4.0
Two Smart Men,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Two_Smart_Men,,,English Wikipedia category membership,CC BY-SA 4.0
Two Tribes (game show),,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Two_Tribes_%28game_show%29,,,English Wikipedia category membership,CC BY-SA 4.0
Two Weeks in September,,East Lothian,Category:Films shot in East Lothian,,,https://en.wikipedia.org/wiki/Two_Weeks_in_September,,,English Wikipedia category membership,CC BY-SA 4.0
Two Weeks in September,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Two_Weeks_in_September,,,English Wikipedia category membership,CC BY-SA 4.0
Two Weeks in September,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Two_Weeks_in_September,,,English Wikipedia category membership,CC BY-SA 4.0
Two White Arms,,Wembley Studios,Category:Films shot at Wembley Studios,,,https://en.wikipedia.org/wiki/Two_White_Arms,,,English Wikipedia category membership,CC BY-SA 4.0
Two Wives at One Wedding,,New Elstree Studios,Category:Films shot at New Elstree Studios,,,https://en.wikipedia.org/wiki/Two_Wives_at_One_Wedding,,,English Wikipedia category membership,CC BY-SA 4.0
Two Wives for Henry,,Wembley Studios,Category:Films shot at Wembley Studios,,,https://en.wikipedia.org/wiki/Two_Wives_for_Henry,,,English Wikipedia category membership,CC BY-SA 4.0
Two Worlds (1930 British film),1930,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Two_Worlds_%281930_British_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Two Worlds (1930 German film),1930,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Two_Worlds_%281930_German_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Two for Danger,,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Two_for_Danger,,,English Wikipedia category membership,CC BY-SA 4.0
Two of a Kind (British TV series),,ATV Elstree Studios,Category:Television shows shot at ATV Elstree Studios,,,https://en.wikipedia.org/wiki/Two_of_a_Kind_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Two on a Doorstep,,Rock Studios,Category:Films shot at Rock Studios,,,https://en.wikipedia.org/wiki/Two_on_a_Doorstep,,,English Wikipedia category membership,CC BY-SA 4.0
Two on the Tiles,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Two_on_the_Tiles,,,English Wikipedia category membership,CC BY-SA 4.0
Two's Company (film),,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Two%27s_Company_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Typist Artist Pirate King,,Yorkshire,Category:Films shot in Yorkshire,,,https://en.wikipedia.org/wiki/Typist_Artist_Pirate_King,,,English Wikipedia category membership,CC BY-SA 4.0
U.F.O. (2012 film),2012,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/U.F.O._%282012_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
UFO (British TV series),,MGM-British Studios,Category:Television shows shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/UFO_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
UFO (British TV series),,Pinewood Studios,Category:Television shows shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/UFO_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Ulajh,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Ulajh,,,English Wikipedia category membership,CC BY-SA 4.0
Ultimate Big Brother,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Ultimate_Big_Brother,,,English Wikipedia category membership,CC BY-SA 4.0
Umar (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Umar_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Umbarro,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Umbarro,,,English Wikipedia category membership,CC BY-SA 4.0
Umbrage (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Umbrage_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Una (film),,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Una_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Unakkum Enakkum,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Unakkum_Enakkum,,,English Wikipedia category membership,CC BY-SA 4.0
Uncensored (film),,Lime Grove Studios,Category:Films shot at Lime Grove Studios,,,https://en.wikipedia.org/wiki/Uncensored_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Unchosen,,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Unchosen,,,English Wikipedia category membership,CC BY-SA 4.0
Uncle Silas (film),,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/Uncle_Silas_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under Milk Wood (1971 film),1971,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Under_Milk_Wood_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under New Management,,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Under_New_Management,,,English Wikipedia category membership,CC BY-SA 4.0
Under Salt Marsh,,Wales,Category:Television shows shot in Wales,,,https://en.wikipedia.org/wiki/Under_Salt_Marsh,,,English Wikipedia category membership,CC BY-SA 4.0
Under Your Hat,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Under_Your_Hat,,,English Wikipedia category membership,CC BY-SA 4.0
Under a Cloud (film),,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Under_a_Cloud_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Doctor,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Under_the_Doctor,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Frozen Falls,,"Station Road Studios, Elstree","Category:Films shot at Station Road Studios, Elstree",,,https://en.wikipedia.org/wiki/Under_the_Frozen_Falls,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Greenwood Tree (1929 film),1929,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Under_the_Greenwood_Tree_%281929_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Mud,,Liverpool,Category:Films shot in Liverpool,,,https://en.wikipedia.org/wiki/Under_the_Mud,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Skin (1997 film),1997,Liverpool,Category:Films shot in Liverpool,,,https://en.wikipedia.org/wiki/Under_the_Skin_%281997_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Skin (2013 film),2013,East Lothian,Category:Films shot in East Lothian,,,https://en.wikipedia.org/wiki/Under_the_Skin_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Skin (2013 film),2013,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Under_the_Skin_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
